UniqueID,Name,StartTime,EndTime,IsAcknowledged,Severity,Asset Name,Asset Category,Asset Class,Avg. Value,Description,DescriptionAlt,Duration,ElementPath,Equipment,Equipment Name,High Limit,Last Value,Last Value Triggered,Low Limit,Limit Low,Limit High,Limit High High,Max. Value,Min. Value,Origin High Limit,Plant Area,Reason,Status,TagNamePI,TextMessage,Trigger High Limit,Trigger Status,Type,Area Authority,Finding,Follow Up Action,Notification SAP,Reported at,Reported by,WEA
09e556dc-9371-11f0-9247-e379c84bdb5e,2025-09-17 09:50:00.000-UTAI4253B-Status-Out of Window (HH),2025/09/17 9:50:00 AM,2025/09/17 9:55:00 AM,False,Critical,AI-4253B,QMI,B,0.204564773657682,Conductivity outlet MBP B,,300,AF Monitoring\Utility\QMI\DA-4204B (MBP B)\UTAI4253B,DA-4204B (MBP B),AI-4253B,0.3,0.292795419692993,0,-99999,-,0.3,0.5,2,0.109353725314397,0.3,Utility,<null>,Out of Window (HH),UTAI4253B,Event IOW Occurred - AF Monitoring\Utility\QMI\DA-4204B (MBP B)\UTAI4253B | "UTAI4253B" | 2025-09-17 09:50:00.000-UTAI4253B-Status-Out of Window (HH),0,,Conductivity Meter,,,,,,,
b7cda881-920a-11f0-9247-e379c84bdb5e,2025-09-15 15:05:00.000-ETFI135-Status-Out of Window (HH),2025/09/15 3:05:00 PM,2025/09/16 12:05:00 PM,False,Critical,FT-135,IOW,A,131.967835116028,MEDIUM STEAM TO EA120,,75600,AF Monitoring\Ethylene\IOW\EA-119\ETFI135,EA-119,FT-135,120,131.868438720703,0,37.5,37.5,120,130,134.611709594727,129.054351806641,120,Ethylene,<null>,Out of Window (HH),ETFI135,Event IOW Occurred - AF Monitoring\Ethylene\IOW\EA-119\ETFI135 | "ETFI135" | 2025-09-15 15:05:00.000-ETFI135-Status-Out of Window (HH),0,,Flow,,,,,,,
51b15f6b-9209-11f0-9247-e379c84bdb5e,2025-09-15 14:55:00.000-ETFI135-Status-Out of Window (HH),2025/09/15 2:55:00 PM,2025/09/15 3:00:00 PM,False,Critical,FT-135,IOW,A,131.674260022048,MEDIUM STEAM TO EA120,,300,AF Monitoring\Ethylene\IOW\EA-119\ETFI135,EA-119,FT-135,120,131.758926391602,0,37.5,37.5,120,130,134.577011108398,129.054351806641,120,Ethylene,<null>,Out of Window (HH),ETFI135,Event IOW Occurred - AF Monitoring\Ethylene\IOW\EA-119\ETFI135 | "ETFI135" | 2025-09-15 14:55:00.000-ETFI135-Status-Out of Window (HH),0,,Flow,,,,,,,
96987b35-9166-11f0-9247-e379c84bdb5e,2025-09-14 19:25:00.000-ETPC317-Status-Out of Window (H),2025/09/14 7:25:00 PM,2025/09/14 7:45:00 PM,False,Warning,PT-317,IOW,A,5.99432064870335,DA-301 signal to FY-343,,1200,AF Monitoring\Ethylene\IOW\PA-302\ETPC317,PA-302,PT-317,6.4,6.40358877182007,0,5.65,5.65,6.4,6.5,6.40695428848267,5.76344442367554,6.4,Ethylene,<null>,Out of Window (H),ETPC317,Event IOW Occurred - AF Monitoring\Ethylene\IOW\PA-302\ETPC317 | "ETPC317" | 2025-09-14 19:25:00.000-ETPC317-Status-Out of Window (H),0,,Pressure,,,,,,,
68824202-90fc-11f0-9247-e379c84bdb5e,2025-09-14 06:45:00.000-ETAI723-Status-Out of Window (H),2025/09/14 6:45:00 AM,2025/09/14 6:55:00 AM,False,Warning,AI-723,IOW,A,9.30319929477059,PH meter daerator,,600,AF Monitoring\Ethylene\QMI\EG-701\ETAI723,EG-701,AI-723,9.5,9.49651527404785,0,7,7,9.5,-,9.50721073150635,9.11935615539551,9.5,Ethylene,<null>,Out of Window (H),ETAI723,Event IOW Occurred - AF Monitoring\Ethylene\QMI\EG-701\ETAI723 | "ETAI723" | 2025-09-14 06:45:00.000-ETAI723-Status-Out of Window (H),0,,PH meter,,,,,,,
00787ef2-90fb-11f0-9247-e379c84bdb5e,2025-09-14 06:40:00.000-ETFI135-Status-Out of Window (HH),2025/09/14 6:40:00 AM,2025/09/15 2:50:00 PM,False,Critical,FT-135,IOW,A,131.67903996602,MEDIUM STEAM TO EA120,,115800,AF Monitoring\Ethylene\IOW\EA-119\ETFI135,EA-119,FT-135,120,130.199371337891,0,37.5,37.5,120,130,134.577011108398,129.054351806641,120,Ethylene,<null>,Out of Window (HH),ETFI135,Event IOW Occurred - AF Monitoring\Ethylene\IOW\EA-119\ETFI135 | "ETFI135" | 2025-09-14 06:40:00.000-ETFI135-Status-Out of Window (HH),0,,Flow,,,,,,,
a2d85302-90f2-11f0-9247-e379c84bdb5e,2025-09-14 05:35:00.000-ETAI723-Status-Out of Window (H),2025/09/14 5:35:00 AM,2025/09/14 5:45:00 AM,False,Warning,AI-723,IOW,A,9.2978441967836,PH meter daerator,,600,AF Monitoring\Ethylene\QMI\EG-701\ETAI723,EG-701,AI-723,9.5,9.50440883636475,0,7,7,9.5,-,9.50721073150635,9.11935615539551,9.5,Ethylene,<null>,Out of Window (H),ETAI723,Event IOW Occurred - AF Monitoring\Ethylene\QMI\EG-701\ETAI723 | "ETAI723" | 2025-09-14 05:35:00.000-ETAI723-Status-Out of Window (H),0,,PH meter,,,,,,,
13926ccf-90e6-11f0-9247-e379c84bdb5e,2025-09-14 04:05:00.000-ETAI723-Status-Out of Window (H),2025/09/14 4:05:00 AM,2025/09/14 4:15:00 AM,False,Warning,AI-723,IOW,A,9.29160685777162,PH meter daerator,,600,AF Monitoring\Ethylene\QMI\EG-701\ETAI723,EG-701,AI-723,9.5,9.4920768737793,0,7,7,9.5,-,9.50122261047363,9.11935615539551,9.5,Ethylene,<null>,Out of Window (H),ETAI723,Event IOW Occurred - AF Monitoring\Ethylene\QMI\EG-701\ETAI723 | "ETAI723" | 2025-09-14 04:05:00.000-ETAI723-Status-Out of Window (H),0,,PH meter,,,,,,,
0eff26d9-9095-11f0-9247-e379c84bdb5e,2025-09-13 18:25:00.000-ETFC493-Status-Out of Window (H),2025/09/13 6:25:00 PM,2025/09/14 2:05:00 AM,False,Warning,FT-493,IOW,A,484.776252646552,Quench Water to EA-451,,27600,AF Monitoring\Ethylene\IOW\FV-493\ETFC493,FV-493,FT-493,492,492.232208251953,0,370,370,492,800,530.644653320313,454.038421630859,492,Ethylene,<null>,Out of Window (H),ETFC493,Event IOW Occurred - AF Monitoring\Ethylene\IOW\FV-493\ETFC493 | "ETFC493" | 2025-09-13 18:25:00.000-ETFC493-Status-Out of Window (H),0,,Flow,,,,,,,
26fea77a-9031-11f0-9247-e379c84bdb5e,2025-09-13 06:30:00.000-ETFI135-Status-Out of Window (H),2025/09/13 6:30:00 AM,2025/09/14 6:40:00 AM,False,Warning,FT-135,IOW,A,124.626330767209,MEDIUM STEAM TO EA120,,87000,AF Monitoring\Ethylene\IOW\EA-119\ETFI135,EA-119,FT-135,130,120.385665893555,0,37.5,37.5,120,130,130.668914794922,119.503433227539,130,Ethylene,<null>,Out of Window (H),ETFI135,Event IOW Occurred - AF Monitoring\Ethylene\IOW\EA-119\ETFI135 | "ETFI135" | 2025-09-13 06:30:00.000-ETFI135-Status-Out of Window (H),0,,Flow,,,,,,,
00787ef0-90fb-11f0-9247-e379c84bdb5e,2025-09-13 06:30:00.000-ETFI135-Status-Out of Window (H),2025/09/13 6:30:00 AM,9999/12/31 11:59:59 PM,False,Critical,FT-135,IOW,A,131.512328459876,MEDIUM STEAM TO EA120,,361826.7694154,AF Monitoring\Ethylene\IOW\EA-119\ETFI135,EA-119,FT-135,130,120.385665893555,0,37.5,37.5,120,130,134.499877929688,128.423965454102,130,Ethylene,<null>,-,ETFI135,Event IOW Occurred - AF Monitoring\Ethylene\IOW\EA-119\ETFI135 | "ETFI135" | 2025-09-13 06:30:00.000-ETFI135-Status-Out of Window (H),0,,Flow,,,,,,,
f1522d28-902c-11f0-9247-e379c84bdb5e,2025-09-13 06:00:00.000-TKLI1801B-Status-Out of Window (H),2025/09/13 6:00:00 AM,2025/09/17 1:20:00 AM,False,Warning,LT-1801B,IOW,B,94.2739114530821,FB-1801B Naptha Storage Tank,,328800,AF Monitoring\OM\IOW\FB-1801B\TKLI1801B,FB-1801B,LT-1801B,94.1,94.1375274658203,0,80,80,94.1,95,94.4270248413086,94.097297668457,94.1,OM,<null>,Out of Window (H),TKLI1801B,Event IOW Occurred - AF Monitoring\OM\IOW\FB-1801B\TKLI1801B | "TKLI1801B" | 2025-09-13 06:00:00.000-TKLI1801B-Status-Out of Window (H),0,,Level,,,,,,,
2c10f493-902a-11f0-9247-e379c84bdb5e,2025-09-13 05:40:00.000-ETFI135-Status-Out of Window (H),2025/09/13 5:40:00 AM,2025/09/13 6:25:00 AM,False,Warning,FT-135,IOW,A,120.509910486541,MEDIUM STEAM TO EA120,,2700,AF Monitoring\Ethylene\IOW\EA-119\ETFI135,EA-119,FT-135,120,120.301902770996,0,37.5,37.5,120,130,123.271728515625,117.992881774902,120,Ethylene,<null>,Out of Window (H),ETFI135,Event IOW Occurred - AF Monitoring\Ethylene\IOW\EA-119\ETFI135 | "ETFI135" | 2025-09-13 05:40:00.000-ETFI135-Status-Out of Window (H),0,,Flow,,,,,,,
fa2df7ca-9025-11f0-9247-e379c84bdb5e,2025-09-13 05:10:00.000-ETFI135-Status-Out of Window (H),2025/09/13 5:10:00 AM,2025/09/13 5:25:00 AM,False,Warning,FT-135,IOW,A,120.546379892904,MEDIUM STEAM TO EA120,,900,AF Monitoring\Ethylene\IOW\EA-119\ETFI135,EA-119,FT-135,120,120.774215698242,0,37.5,37.5,120,130,123.271728515625,117.992881774902,120,Ethylene,<null>,Out of Window (H),ETFI135,Event IOW Occurred - AF Monitoring\Ethylene\IOW\EA-119\ETFI135 | "ETFI135" | 2025-09-13 05:10:00.000-ETFI135-Status-Out of Window (H),0,,Flow,,,,,,,
dee2a3b6-9023-11f0-9247-e379c84bdb5e,2025-09-13 04:55:00.000-ETFI135-Status-Out of Window (H),2025/09/13 4:55:00 AM,2025/09/13 5:05:00 AM,False,Warning,FT-135,IOW,A,120.553495484294,MEDIUM STEAM TO EA120,,600,AF Monitoring\Ethylene\IOW\EA-119\ETFI135,EA-119,FT-135,120,119.873603820801,0,37.5,37.5,120,130,123.271728515625,117.992881774902,120,Ethylene,<null>,Out of Window (H),ETFI135,Event IOW Occurred - AF Monitoring\Ethylene\IOW\EA-119\ETFI135 | "ETFI135" | 2025-09-13 04:55:00.000-ETFI135-Status-Out of Window (H),0,,Flow,,,,,,,
1281ab7d-9021-11f0-9247-e379c84bdb5e,2025-09-13 04:35:00.000-ETFI135-Status-Out of Window (H),2025/09/13 4:35:00 AM,2025/09/13 4:45:00 AM,False,Warning,FT-135,IOW,A,120.569060285281,MEDIUM STEAM TO EA120,,600,AF Monitoring\Ethylene\IOW\EA-119\ETFI135,EA-119,FT-135,120,119.463150024414,0,37.5,37.5,120,130,123.271728515625,117.992881774902,120,Ethylene,<null>,Out of Window (H),ETFI135,Event IOW Occurred - AF Monitoring\Ethylene\IOW\EA-119\ETFI135 | "ETFI135" | 2025-09-13 04:35:00.000-ETFI135-Status-Out of Window (H),0,,Flow,,,,,,,
80a18e29-901b-11f0-9247-e379c84bdb5e,2025-09-13 03:55:00.000-ETFI135-Status-Out of Window (H),2025/09/13 3:55:00 AM,2025/09/13 4:10:00 AM,False,Warning,FT-135,IOW,A,120.600158421223,MEDIUM STEAM TO EA120,,900,AF Monitoring\Ethylene\IOW\EA-119\ETFI135,EA-119,FT-135,120,120.654457092285,0,37.5,37.5,120,130,123.271728515625,117.992881774902,120,Ethylene,<null>,Out of Window (H),ETFI135,Event IOW Occurred - AF Monitoring\Ethylene\IOW\EA-119\ETFI135 | "ETFI135" | 2025-09-13 03:55:00.000-ETFI135-Status-Out of Window (H),0,,Flow,,,,,,,
b35dbe2f-9018-11f0-9247-e379c84bdb5e,2025-09-13 03:35:00.000-ETFI135-Status-Out of Window (H),2025/09/13 3:35:00 AM,2025/09/13 3:45:00 AM,False,Warning,FT-135,IOW,A,120.613447321629,MEDIUM STEAM TO EA120,,600,AF Monitoring\Ethylene\IOW\EA-119\ETFI135,EA-119,FT-135,120,119.745170593262,0,37.5,37.5,120,130,123.271728515625,117.992881774902,120,Ethylene,<null>,Out of Window (H),ETFI135,Event IOW Occurred - AF Monitoring\Ethylene\IOW\EA-119\ETFI135 | "ETFI135" | 2025-09-13 03:35:00.000-ETFI135-Status-Out of Window (H),0,,Flow,,,,,,,
7f5aadf2-9014-11f0-9247-e379c84bdb5e,2025-09-13 03:05:00.000-ETFI135-Status-Out of Window (H),2025/09/13 3:05:00 AM,2025/09/13 3:15:00 AM,False,Warning,FT-135,IOW,A,120.637227374964,MEDIUM STEAM TO EA120,,600,AF Monitoring\Ethylene\IOW\EA-119\ETFI135,EA-119,FT-135,120,119.314834594727,0,37.5,37.5,120,130,123.271728515625,117.992881774902,120,Ethylene,<null>,Out of Window (H),ETFI135,Event IOW Occurred - AF Monitoring\Ethylene\IOW\EA-119\ETFI135 | "ETFI135" | 2025-09-13 03:05:00.000-ETFI135-Status-Out of Window (H),0,,Flow,,,,,,,
72a73050-900b-11f0-9247-e379c84bdb5e,2025-09-13 02:00:00.000-ETFC493-Status-Out of Window (H),2025/09/13 2:00:00 AM,2025/09/13 2:40:00 AM,False,Warning,FT-493,IOW,A,477.002381334381,Quench Water to EA-451,,2400,AF Monitoring\Ethylene\IOW\FV-493\ETFC493,FV-493,FT-493,492,494.859527587891,0,370,370,492,800,506.684722900391,448.011199951172,492,Ethylene,<null>,Out of Window (H),ETFC493,Event IOW Occurred - AF Monitoring\Ethylene\IOW\FV-493\ETFC493 | "ETFC493" | 2025-09-13 02:00:00.000-ETFC493-Status-Out of Window (H),0,,Flow,,,,,,,
b953af7a-900a-11f0-9247-e379c84bdb5e,2025-09-13 01:55:00.000-ETFI135-Status-Out of Window (H),2025/09/13 1:55:00 AM,2025/09/13 2:05:00 AM,False,Warning,FT-135,IOW,A,120.700765312412,MEDIUM STEAM TO EA120,,600,AF Monitoring\Ethylene\IOW\EA-119\ETFI135,EA-119,FT-135,120,120.254783630371,0,37.5,37.5,120,130,123.271728515625,117.992881774902,120,Ethylene,<null>,Out of Window (H),ETFI135,Event IOW Occurred - AF Monitoring\Ethylene\IOW\EA-119\ETFI135 | "ETFI135" | 2025-09-13 01:55:00.000-ETFI135-Status-Out of Window (H),0,,Flow,,,,,,,
a548dc42-9008-11f0-9247-e379c84bdb5e,2025-09-13 01:40:00.000-ETFC493-Status-Out of Window (H),2025/09/13 1:40:00 AM,2025/09/13 1:55:00 AM,False,Warning,FT-493,IOW,A,476.167195668389,Quench Water to EA-451,,900,AF Monitoring\Ethylene\IOW\FV-493\ETFC493,FV-493,FT-493,492,493.714111328125,0,370,370,492,800,506.684722900391,448.011199951172,492,Ethylene,<null>,Out of Window (H),ETFC493,Event IOW Occurred - AF Monitoring\Ethylene\IOW\FV-493\ETFC493 | "ETFC493" | 2025-09-13 01:40:00.000-ETFC493-Status-Out of Window (H),0,,Flow,,,,,,,
a7c8104e-9001-11f0-9247-e379c84bdb5e,2025-09-13 00:50:00.000-ETFC493-Status-Out of Window (H),2025/09/13 12:50:00 AM,2025/09/13 1:30:00 AM,False,Warning,FT-493,IOW,A,475.730033955834,Quench Water to EA-451,,2400,AF Monitoring\Ethylene\IOW\FV-493\ETFC493,FV-493,FT-493,492,489.270233154297,0,370,370,492,800,506.684722900391,448.011199951172,492,Ethylene,<null>,Out of Window (H),ETFC493,Event IOW Occurred - AF Monitoring\Ethylene\IOW\FV-493\ETFC493 | "ETFC493" | 2025-09-13 00:50:00.000-ETFC493-Status-Out of Window (H),0,,Flow,,,,,,,
2ba3fd4b-8ffe-11f0-9247-e379c84bdb5e,2025-09-13 00:25:00.000-ETFC493-Status-Out of Window (H),2025/09/13 12:25:00 AM,2025/09/13 12:35:00 AM,False,Warning,FT-493,IOW,A,474.790414429364,Quench Water to EA-451,,600,AF Monitoring\Ethylene\IOW\FV-493\ETFC493,FV-493,FT-493,492,492.328796386719,0,370,370,492,800,506.684722900391,448.011199951172,492,Ethylene,<null>,Out of Window (H),ETFC493,Event IOW Occurred - AF Monitoring\Ethylene\IOW\FV-493\ETFC493 | "ETFC493" | 2025-09-13 00:25:00.000-ETFC493-Status-Out of Window (H),0,,Flow,,,,,,,
7c584ce4-8fef-11f0-9247-e379c84bdb5e,2025-09-12 22:40:00.000-ETFI135-Status-Out of Window (H),2025/09/12 10:40:00 PM,2025/09/12 11:40:00 PM,False,Warning,FT-135,IOW,A,120.799810968186,MEDIUM STEAM TO EA120,,3600,AF Monitoring\Ethylene\IOW\EA-119\ETFI135,EA-119,FT-135,120,120.153831481934,0,37.5,37.5,120,130,123.271728515625,117.992881774902,120,Ethylene,<null>,Out of Window (H),ETFI135,Event IOW Occurred - AF Monitoring\Ethylene\IOW\EA-119\ETFI135 | "ETFI135" | 2025-09-12 22:40:00.000-ETFI135-Status-Out of Window (H),0,,Flow,,,,,,,
b48e2977-8fec-11f0-9247-e379c84bdb5e,2025-09-12 22:20:00.000-ETAI723-Status-Out of Window (H),2025/09/12 10:20:00 PM,2025/09/12 10:30:00 PM,False,Warning,AI-723,IOW,A,9.57628608763304,PH meter daerator,,600,AF Monitoring\Ethylene\QMI\EG-701\ETAI723,EG-701,AI-723,9.5,9.49330902099609,0,7,7,9.5,-,9.7115650177002,9.35026741027832,9.5,Ethylene,<null>,Out of Window (H),ETAI723,Event IOW Occurred - AF Monitoring\Ethylene\QMI\EG-701\ETAI723 | "ETAI723" | 2025-09-12 22:20:00.000-ETAI723-Status-Out of Window (H),0,,PH meter,,,,,,,
4a741ec9-8feb-11f0-9247-e379c84bdb5e,2025-09-12 22:10:00.000-ETFC493-Status-Out of Window (H),2025/09/12 10:10:00 PM,2025/09/12 10:30:00 PM,False,Warning,FT-493,IOW,A,472.734158103916,Quench Water to EA-451,,1200,AF Monitoring\Ethylene\IOW\FV-493\ETFC493,FV-493,FT-493,492,496.625762939453,0,370,370,492,800,506.684722900391,448.011199951172,492,Ethylene,<null>,Out of Window (H),ETFC493,Event IOW Occurred - AF Monitoring\Ethylene\IOW\FV-493\ETFC493 | "ETFC493" | 2025-09-12 22:10:00.000-ETFC493-Status-Out of Window (H),0,,Flow,,,,,,,
